Run,Average Numerology,Error Level,Major Element,Positivity Score,Correct Guess,Adjusted Guess
2113,7.4,1.48,Air,0.0,0.2,0.25333333333333335
2114,9.6,1.92,Water,0.6,0.6,1.24
2115,9.2,1.8399999999999999,Air,0.8,0.0,-0.24
2116,10.2,2.04,Air,1.0,0.0,-0.26666666666666666
2117,9.8,1.9600000000000002,Air,0.8,0.4,0.7333333333333334
2118,6.8,1.3599999999999999,Water,0.4,0.4,0.7466666666666666
2119,10.2,2.04,Fire,1.0,0.6,1.2666666666666666
2120,7.8,1.56,Air,-0.6,0.0,-0.2533333333333333
2121,8.2,1.64,Water,0.2,0.2,0.25333333333333335
2122,4.6,0.9199999999999999,Air,1.0,0.0,-0.24
2123,6.6,1.3199999999999998,Earth,-0.2,0.0,-0.2
2124,12.6,2.52,Water,0.8,0.0,-0.2533333333333333
2125,7.6,1.52,Earth,1.0,0.4,0.7200000000000001
2126,9.8,1.9600000000000002,Fire,1.0,0.0,-0.26666666666666666
2127,8.0,1.6,Water,0.6,0.0,-0.2533333333333333
2128,6.0,1.2,Air,-0.2,0.4,0.7066666666666668
2129,4.4,0.8800000000000001,Earth,1.0,0.2,0.25333333333333335
2130,8.6,1.72,Fire,0.6,0.0,-0.27999999999999997
2131,7.2,1.44,Fire,0.6,0.2,0.27999999999999997
2132,11.0,2.2,Fire,0.8,0.2,0.20000000000000004
2133,7.2,1.44,Water,0.8,0.0,-0.24
2134,7.4,1.48,Water,0.6,0.0,-0.2533333333333333
2135,7.6,1.52,Water,0.2,0.4,0.7466666666666667
2136,5.8,1.16,Water,-0.6,0.8,1.7466666666666668
2137,7.0,1.4,Fire,0.6,0.0,-0.24
2138,5.8,1.16,Earth,1.0,0.4,0.7333333333333334
2139,10.0,2.0,Fire,1.0,0.2,0.2000000000000001
2140,4.8,0.96,Air,0.2,0.0,-0.2533333333333333
2141,5.0,1.0,Earth,0.8,0.2,0.21333333333333337
2142,11.6,2.32,Water,0.8,0.0,-0.26666666666666666
2143,7.8,1.56,Water,-0.8,0.2,0.22666666666666666
2144,12.4,2.48,Air,1.0,0.2,0.2533333333333333
2145,8.0,1.6,Air,0.6,0.0,-0.2533333333333333
2146,9.0,1.8,Water,0.8,0.2,0.2533333333333333
2147,7.8,1.56,Air,0.6,0.2,0.2533333333333334
2148,7.2,1.44,Fire,1.0,0.2,0.2799999999999999
2149,10.6,2.12,Earth,1.0,0.0,-0.30666666666666664
2150,8.8,1.7600000000000002,Earth,0.4,0.4,0.7466666666666667
2151,10.2,2.04,Earth,0.6,0.8,1.7333333333333332
2152,9.6,1.92,Water,1.0,0.0,-0.21333333333333332
2153,9.6,1.92,Air,0.6,0.4,0.76
2154,8.2,1.64,Fire,1.0,0.4,0.76
2155,6.0,1.2,Fire,1.0,0.4,0.7999999999999999
2156,6.4,1.28,Earth,0.2,0.2,0.21333333333333332
2157,6.6,1.3199999999999998,Water,0.8,0.2,0.25333333333333335
2158,8.4,1.6800000000000002,Air,-1.0,0.0,-0.27999999999999997
2159,6.8,1.3599999999999999,Water,0.2,0.4,0.7733333333333332
2160,9.6,1.92,Earth,0.6,0.2,0.2933333333333333
2161,11.8,2.3600000000000003,Earth,0.2,0.4,0.7599999999999999
2162,8.0,1.6,Fire,1.0,0.2,0.25333333333333335
2163,10.6,2.12,Fire,0.6,0.4,0.7466666666666667
2164,9.8,1.9600000000000002,Fire,1.0,0.2,0.2533333333333333
2165,11.0,2.2,Air,1.0,0.0,-0.2533333333333333
2166,4.4,0.8800000000000001,Air,0.6,0.0,-0.22666666666666666
2167,8.0,1.6,Fire,0.8,0.2,0.2799999999999999
2168,8.0,1.6,Fire,-1.0,0.4,0.76
2169,11.4,2.2800000000000002,Air,1.0,0.4,0.7333333333333333
2170,7.8,1.56,Water,0.6,0.0,-0.24
2171,6.8,1.3599999999999999,Air,0.0,0.2,0.2533333333333333
2172,8.6,1.72,Water,1.0,0.6,1.2399999999999998
2173,5.8,1.16,Fire,1.0,0.2,0.21333333333333343
2174,5.8,1.16,Earth,-0.6,0.2,0.2266666666666667
2175,8.6,1.72,Fire,0.4,0.0,-0.27999999999999997
2176,9.0,1.8,Fire,1.0,0.2,0.2533333333333334
2177,9.4,1.8800000000000001,Air,0.6,0.4,0.7466666666666666
2178,6.4,1.28,Air,1.0,0.0,-0.22666666666666666
2179,4.0,0.8,Air,1.0,0.0,-0.27999999999999997
2180,8.4,1.6800000000000002,Air,-0.2,0.0,-0.27999999999999997
2181,8.0,1.6,Water,-0.2,0.4,0.7733333333333332
2182,5.6,1.1199999999999999,Air,0.2,0.2,0.2533333333333334
2183,10.2,2.04,Fire,0.8,0.2,0.2266666666666667
2184,7.0,1.4,Water,1.0,0.2,0.21333333333333337
2185,10.8,2.16,Water,1.0,0.0,-0.24
2186,6.6,1.3199999999999998,Water,0.6,0.4,0.7333333333333334
2187,7.2,1.44,Earth,1.0,0.2,0.28
2188,10.2,2.04,Earth,1.0,0.8,1.7600000000000002
2189,6.6,1.3199999999999998,Earth,0.8,0.2,0.24
2190,9.4,1.8800000000000001,Fire,0.6,0.2,0.23999999999999994
2191,6.4,1.28,Water,0.2,0.2,0.24000000000000005
2192,6.4,1.28,Fire,0.8,0.4,0.7333333333333334
2193,9.6,1.92,Air,0.2,0.0,-0.26666666666666666
2194,8.4,1.6800000000000002,Fire,0.8,0.2,0.26666666666666666
2195,7.0,1.4,Fire,0.6,0.0,-0.26666666666666666
2196,5.2,1.04,Water,0.6,0.2,0.2533333333333334
2197,5.6,1.1199999999999999,Air,0.0,0.6,1.2666666666666666
2198,6.2,1.24,Water,0.6,0.6,1.2266666666666668
2199,8.0,1.6,Fire,1.0,0.2,0.2266666666666667
2200,7.0,1.4,Air,0.2,0.2,0.21333333333333343
2201,10.2,2.04,Air,0.8,0.2,0.29333333333333333
2202,7.0,1.4,Air,0.6,0.0,-0.22666666666666666
2203,7.6,1.52,Air,0.0,0.2,0.2666666666666667
2204,12.0,2.4,Fire,0.2,0.4,0.6933333333333334
2205,12.4,2.48,Water,0.6,0.2,0.26666666666666666
2206,13.0,2.6,Air,0.4,0.0,-0.27999999999999997
2207,8.2,1.64,Water,0.6,0.2,0.26666666666666666
2208,6.8,1.3599999999999999,Air,0.2,0.0,-0.2533333333333333
2209,13.2,2.6399999999999997,Fire,0.8,0.2,0.21333333333333337
2210,11.2,2.2399999999999998,Water,0.6,0.4,0.6933333333333335
2211,6.0,1.2,Water,1.0,0.0,-0.27999999999999997
2212,5.2,1.04,Earth,-0.6,0.6,1.2799999999999998
2213,9.0,1.8,Fire,0.2,0.8,1.7600000000000002
2214,12.2,2.44,Earth,1.0,0.4,0.7733333333333332
2215,9.8,1.9600000000000002,Air,0.4,0.2,0.22666666666666674
2216,11.2,2.2399999999999998,Earth,-0.6,0.2,0.2799999999999999
2217,4.8,0.96,Earth,-0.6,0.0,-0.27999999999999997
2218,12.6,2.52,Air,0.6,0.2,0.21333333333333332
2219,8.4,1.6800000000000002,Water,1.0,0.2,0.24000000000000007
2220,8.4,1.6800000000000002,Water,0.2,0.0,-0.2533333333333333
2221,7.6,1.52,Water,1.0,0.0,-0.2533333333333333
2222,10.6,2.12,Fire,0.8,0.4,0.6933333333333335
2223,7.4,1.48,Fire,0.6,0.6,1.2266666666666666
2224,5.4,1.08,Earth,0.8,0.0,-0.2533333333333333
2225,8.4,1.6800000000000002,Water,0.4,0.0,-0.24
2226,7.2,1.44,Earth,0.8,0.0,-0.21333333333333332
2227,6.8,1.3599999999999999,Earth,0.8,0.6,1.2266666666666668
2228,11.0,2.2,Fire,0.8,0.2,0.2666666666666666
2229,7.4,1.48,Air,0.6,0.0,-0.26666666666666666
2230,8.0,1.6,Fire,1.0,0.4,0.72
2231,4.6,0.9199999999999999,Fire,1.0,0.0,-0.27999999999999997
2232,8.6,1.72,Air,1.0,0.2,0.2533333333333334
2233,8.2,1.64,Earth,1.0,0.0,-0.24
2234,13.2,2.6399999999999997,Water,0.8,0.2,0.2533333333333333
2235,8.0,1.6,Fire,-1.0,0.2,0.25333333333333335
2236,6.8,1.3599999999999999,Air,0.6,0.2,0.21333333333333337
2237,10.2,2.04,Earth,0.8,0.0,-0.2533333333333333
2238,3.8,0.76,Water,0.6,0.0,-0.2533333333333333
2239,8.4,1.6800000000000002,Fire,-0.2,0.2,0.22666666666666674
2240,8.6,1.72,Air,0.4,0.2,0.24000000000000007
2241,9.4,1.8800000000000001,Air,1.0,0.4,0.7333333333333334
2242,7.2,1.44,Earth,1.0,0.6,1.2533333333333334
2243,10.8,2.16,Fire,0.8,0.4,0.72
2244,10.2,2.04,Earth,0.6,0.4,0.76
2245,5.4,1.08,Air,0.8,0.0,-0.26666666666666666
2246,7.4,1.48,Fire,1.0,0.4,0.7333333333333334
2247,11.0,2.2,Fire,-1.0,0.2,0.2666666666666666
2248,9.4,1.8800000000000001,Fire,0.6,0.0,-0.21333333333333332
2249,8.6,1.72,Earth,1.0,0.0,-0.27999999999999997
2250,12.4,2.48,Fire,1.0,0.0,-0.2533333333333333
2251,7.8,1.56,Water,-0.2,0.4,0.7333333333333334
2252,3.2,0.64,Water,-0.2,0.4,0.7733333333333332
2253,5.4,1.08,Air,0.2,0.4,0.76
2254,15.4,3.08,Fire,0.8,0.0,-0.27999999999999997
2255,7.2,1.44,Fire,0.6,0.2,0.2533333333333333
2256,8.8,1.7600000000000002,Fire,-0.6,0.2,0.24
2257,10.2,2.04,Earth,0.8,0.4,0.7866666666666665
2258,9.6,1.92,Water,0.2,0.2,0.22666666666666666
2259,9.8,1.9600000000000002,Fire,1.0,0.0,-0.21333333333333332
2260,6.0,1.2,Water,0.8,0.2,0.23999999999999994
2261,7.6,1.52,Air,0.6,0.2,0.24
2262,7.4,1.48,Water,0.6,0.4,0.7200000000000001
2263,6.0,1.2,Fire,1.0,0.4,0.7200000000000001
2264,10.2,2.04,Air,0.6,0.6,1.2533333333333332
2265,8.6,1.72,Earth,-0.8,0.0,-0.30666666666666664
2266,6.0,1.2,Air,0.2,0.6,1.2133333333333334
2267,7.2,1.44,Water,0.8,0.2,0.22666666666666674
2268,6.6,1.3199999999999998,Fire,0.6,0.4,0.7733333333333332
2269,7.6,1.52,Air,-0.6,0.2,0.24000000000000005
2270,5.8,1.16,Fire,0.6,0.4,0.7333333333333334
2271,9.6,1.92,Fire,-0.6,0.2,0.2799999999999999
2272,5.8,1.16,Earth,0.2,0.0,-0.29333333333333333
2273,8.2,1.64,Earth,0.6,0.0,-0.26666666666666666
2274,5.4,1.08,Air,1.0,0.2,0.2533333333333334
2275,11.2,2.2399999999999998,Water,-1.0,0.0,-0.29333333333333333
2276,9.0,1.8,Water,0.6,0.4,0.7466666666666667
2277,8.8,1.7600000000000002,Fire,0.2,0.0,-0.2533333333333333
2278,9.4,1.8800000000000001,Water,1.0,0.0,-0.27999999999999997
2279,10.4,2.08,Fire,0.6,0.4,0.7866666666666665
2280,8.8,1.7600000000000002,Fire,1.0,0.2,0.26666666666666666
2281,9.6,1.92,Water,0.6,0.6,1.24
2282,8.2,1.64,Water,0.6,0.2,0.26666666666666666
2283,13.0,2.6,Earth,0.6,0.2,0.24
2284,4.6,0.9199999999999999,Fire,0.6,0.2,0.20000000000000004
2285,10.4,2.08,Fire,0.6,0.4,0.7466666666666666
2286,8.4,1.6800000000000002,Fire,0.6,0.2,0.26666666666666666
2287,8.0,1.6,Air,0.4,0.2,0.31999999999999995
2288,7.4,1.48,Fire,1.0,0.6,1.24
2289,9.2,1.8399999999999999,Air,0.2,0.6,1.2799999999999998
2290,9.8,1.9600000000000002,Earth,1.0,0.6,1.2799999999999998
2291,4.2,0.8400000000000001,Water,0.4,0.0,-0.27999999999999997
2292,6.2,1.24,Fire,0.6,0.0,-0.24
2293,4.0,0.8,Earth,-0.6,0.2,0.2933333333333333
2294,10.2,2.04,Water,0.8,0.2,0.24000000000000005
2295,7.8,1.56,Water,0.6,0.6,1.2533333333333334
2296,11.0,2.2,Water,1.0,0.2,0.2666666666666666
2297,7.0,1.4,Earth,-0.2,0.2,0.2266666666666667
2298,10.4,2.08,Air,0.4,0.0,-0.26666666666666666
2299,7.6,1.52,Fire,0.2,0.2,0.20000000000000004
2300,9.2,1.8399999999999999,Fire,0.6,0.0,-0.2533333333333333
2301,9.0,1.8,Air,0.6,0.0,-0.27999999999999997
2302,7.6,1.52,Air,0.6,0.4,0.7333333333333333
2303,9.6,1.92,Fire,0.0,0.4,0.7866666666666665
2304,8.6,1.72,Fire,1.0,0.0,-0.2533333333333333
2305,10.2,2.04,Water,0.6,0.4,0.7333333333333334
2306,7.6,1.52,Fire,0.0,0.0,-0.2533333333333333
2307,7.6,1.52,Water,-0.6,0.2,0.24000000000000005
2308,6.4,1.28,Fire,0.6,0.4,0.7200000000000001
2309,9.0,1.8,Air,1.0,0.0,-0.30666666666666664
2310,11.8,2.3600000000000003,Earth,0.2,0.2,0.25333333333333335
2311,7.8,1.56,Air,0.8,0.2,0.2666666666666666
2312,5.8,1.16,Fire,0.4,0.2,0.24
2313,7.6,1.52,Fire,-0.2,0.0,-0.22666666666666666
2314,9.8,1.9600000000000002,Earth,1.0,0.4,0.7466666666666667
2315,9.4,1.8800000000000001,Earth,1.0,0.2,0.22666666666666674
2316,9.6,1.92,Air,0.6,0.2,0.2666666666666667
2317,11.2,2.2399999999999998,Water,0.6,0.4,0.7333333333333333
2318,7.0,1.4,Water,0.6,0.2,0.22666666666666674
2319,8.8,1.7600000000000002,Earth,0.6,0.4,0.76
2320,8.6,1.72,Water,1.0,0.2,0.24
2321,12.6,2.52,Earth,0.6,0.4,0.6933333333333334
2322,11.0,2.2,Earth,1.0,0.4,0.7466666666666667
2323,8.0,1.6,Water,0.6,0.6,1.2799999999999998
2324,6.2,1.24,Air,0.0,0.2,0.2533333333333333
2325,8.8,1.7600000000000002,Earth,-0.6,0.6,1.2799999999999998
2326,7.6,1.52,Fire,1.0,0.2,0.26666666666666666
2327,7.8,1.56,Earth,-1.0,0.0,-0.29333333333333333
2328,10.2,2.04,Water,0.6,0.6,1.2266666666666668
2329,12.2,2.44,Air,0.6,0.4,0.7333333333333334
2330,7.4,1.48,Air,0.2,0.0,-0.22666666666666666
2331,10.2,2.04,Fire,1.0,0.0,-0.26666666666666666
2332,10.0,2.0,Water,-0.6,0.2,0.25333333333333335
2333,4.4,0.8800000000000001,Earth,0.6,0.0,-0.22666666666666666
2334,6.2,1.24,Fire,1.0,0.0,-0.22666666666666666
2335,6.4,1.28,Earth,1.0,0.0,-0.27999999999999997
2336,9.6,1.92,Air,0.6,0.0,-0.26666666666666666
2337,4.2,0.8400000000000001,Earth,1.0,0.2,0.28
2338,10.2,2.04,Earth,0.6,0.0,-0.2533333333333333
2339,7.4,1.48,Earth,-0.2,0.2,0.21333333333333337
2340,9.8,1.9600000000000002,Earth,0.6,0.2,0.2266666666666667
2341,10.4,2.08,Fire,-1.0,0.0,-0.26666666666666666
2342,7.0,1.4,Water,-0.8,0.0,-0.27999999999999997
2343,4.8,0.96,Water,0.2,0.2,0.23999999999999994
2344,6.8,1.3599999999999999,Water,1.0,0.4,0.76
2345,8.2,1.64,Earth,0.2,1.0,2.28
2346,10.2,2.04,Air,0.6,0.0,-0.2533333333333333
2347,8.8,1.7600000000000002,Fire,0.4,0.4,0.7333333333333333
2348,9.6,1.92,Fire,1.0,0.2,0.24000000000000007
2349,7.8,1.56,Fire,0.8,0.0,-0.29333333333333333
2350,9.4,1.8800000000000001,Water,0.8,0.4,0.7200000000000001
2351,7.8,1.56,Water,0.6,0.4,0.7333333333333333
2352,4.6,0.9199999999999999,Earth,1.0,0.0,-0.26666666666666666
2353,9.0,1.8,Fire,1.0,0.4,0.7333333333333334
2354,6.4,1.28,Air,0.6,0.2,0.22666666666666674
2355,12.2,2.44,Air,0.6,0.2,0.26666666666666666
2356,11.4,2.2800000000000002,Fire,0.6,0.2,0.21333333333333343
2357,8.4,1.6800000000000002,Earth,0.6,0.4,0.76
2358,6.0,1.2,Fire,-0.8,0.2,0.26666666666666666
2359,6.2,1.24,Water,0.6,0.2,0.24000000000000005
2360,9.2,1.8399999999999999,Earth,-1.0,0.2,0.22666666666666674
2361,8.2,1.64,Earth,0.2,0.2,0.2933333333333333
2362,9.6,1.92,Air,1.0,0.2,0.2666666666666667
2363,6.4,1.28,Water,-1.0,0.2,0.2933333333333334
2364,6.2,1.24,Air,0.8,0.0,-0.24
2365,10.2,2.04,Air,0.2,0.4,0.76
2366,10.0,2.0,Fire,0.8,0.4,0.7333333333333334
2367,11.6,2.32,Air,1.0,0.0,-0.22666666666666666
2368,11.4,2.2800000000000002,Earth,0.6,0.4,0.7599999999999999
2369,6.2,1.24,Water,0.4,0.0,-0.26666666666666666
2370,8.4,1.6800000000000002,Water,-0.6,0.4,0.7333333333333334
2371,6.4,1.28,Water,-1.0,0.4,0.7466666666666667
2372,9.0,1.8,Earth,-0.2,0.2,0.30666666666666664
2373,7.2,1.44,Earth,1.0,0.0,-0.2533333333333333
2374,4.8,0.96,Earth,0.8,0.2,0.29333333333333333
2375,8.0,1.6,Earth,1.0,0.4,0.7466666666666667
2376,7.0,1.4,Water,1.0,0.4,0.7466666666666667
2377,6.8,1.3599999999999999,Water,0.4,0.2,0.2799999999999999
2378,4.8,0.96,Air,1.0,0.2,0.20000000000000004
2379,9.6,1.92,Air,0.6,0.4,0.7466666666666666
2380,8.8,1.7600000000000002,Water,-1.0,0.4,0.6933333333333334
2381,5.2,1.04,Air,0.6,0.2,0.2266666666666667
2382,6.6,1.3199999999999998,Earth,1.0,0.0,-0.2533333333333333
2383,6.6,1.3199999999999998,Fire,1.0,0.4,0.76
2384,9.8,1.9600000000000002,Water,0.4,0.4,0.76
2385,8.8,1.7600000000000002,Water,-0.6,0.6,1.2000000000000002
2386,5.6,1.1199999999999999,Water,1.0,0.4,0.7866666666666666
2387,10.6,2.12,Air,1.0,0.2,0.2133333333333333
2388,9.2,1.8399999999999999,Air,0.6,0.2,0.26666666666666666
2389,6.2,1.24,Earth,0.2,0.2,0.2933333333333333
2390,6.6,1.3199999999999998,Earth,1.0,0.2,0.2266666666666667
2391,7.4,1.48,Fire,0.8,0.2,0.26666666666666666
2392,7.6,1.52,Fire,-0.2,0.0,-0.29333333333333333
2393,12.8,2.56,Air,-1.0,0.4,0.7333333333333334
2394,4.4,0.8800000000000001,Fire,0.8,0.2,0.26666666666666666
2395,7.8,1.56,Fire,0.2,0.0,-0.30666666666666664
2396,6.4,1.28,Air,0.2,0.2,0.22666666666666666
2397,6.0,1.2,Water,0.4,0.0,-0.26666666666666666
2398,11.2,2.2399999999999998,Fire,1.0,0.2,0.28
2399,7.4,1.48,Fire,-0.8,0.2,0.21333333333333337
2400,9.0,1.8,Air,0.6,0.4,0.7466666666666667
2401,7.6,1.52,Air,-1.0,0.2,0.26666666666666666
2402,7.8,1.56,Fire,0.2,0.2,0.21333333333333343
2403,4.4,0.8800000000000001,Air,0.2,0.6,1.2399999999999998
2404,6.2,1.24,Fire,0.8,0.4,0.7333333333333334
2405,12.0,2.4,Earth,0.8,0.2,0.26666666666666666
2406,9.8,1.9600000000000002,Air,-0.2,0.2,0.22666666666666666
2407,6.6,1.3199999999999998,Air,1.0,0.0,-0.27999999999999997
2408,11.8,2.3600000000000003,Earth,1.0,0.2,0.2666666666666667
2409,8.6,1.72,Air,0.2,0.0,-0.2533333333333333
2410,8.6,1.72,Water,0.8,0.0,-0.27999999999999997
2411,9.4,1.8800000000000001,Fire,-0.8,0.2,0.24000000000000005
2412,4.6,0.9199999999999999,Air,0.4,0.6,1.2266666666666668
2413,4.2,0.8400000000000001,Air,-1.0,0.2,0.20000000000000004
2414,10.4,2.08,Earth,1.0,0.6,1.2266666666666668
2415,6.4,1.28,Fire,0.4,0.2,0.2266666666666667
2416,8.0,1.6,Air,0.4,0.2,0.2533333333333333
2417,8.2,1.64,Air,-1.0,0.2,0.1866666666666667
2418,9.6,1.92,Air,0.6,0.2,0.2533333333333334
2419,14.6,2.92,Air,-0.6,0.2,0.23999999999999994
2420,11.0,2.2,Fire,0.6,0.2,0.2266666666666667
2421,6.4,1.28,Water,0.6,0.2,0.2799999999999999
2422,5.0,1.0,Water,1.0,0.0,-0.2533333333333333
2423,8.4,1.6800000000000002,Earth,0.6,0.4,0.7466666666666667
2424,9.8,1.9600000000000002,Earth,1.0,0.0,-0.26666666666666666
2425,11.8,2.3600000000000003,Fire,0.8,0.2,0.2799999999999999
2426,7.4,1.48,Fire,1.0,0.2,0.25333333333333335
2427,6.8,1.3599999999999999,Air,0.8,0.0,-0.24
2428,6.2,1.24,Fire,0.8,0.2,0.22666666666666674
2429,4.8,0.96,Fire,0.2,0.2,0.22666666666666666
2430,11.4,2.2800000000000002,Fire,1.0,0.4,0.7333333333333333
2431,13.6,2.7199999999999998,Earth,0.8,0.2,0.29333333333333333
2432,5.8,1.16,Fire,1.0,0.2,0.2266666666666667
2433,9.4,1.8800000000000001,Earth,-1.0,0.2,0.24
2434,7.0,1.4,Fire,-0.8,0.4,0.7200000000000001
2435,9.6,1.92,Earth,-0.6,0.4,0.7466666666666667
2436,3.0,0.6,Air,-0.4,0.4,0.7866666666666666
2437,3.8,0.76,Air,-0.6,0.2,0.2266666666666667
2438,10.4,2.08,Water,0.6,0.4,0.7466666666666667
2439,9.4,1.8800000000000001,Water,-0.2,0.4,0.7999999999999998
2440,8.8,1.7600000000000002,Fire,0.6,0.2,0.22666666666666674
2441,7.2,1.44,Fire,0.2,0.6,1.24
2442,10.6,2.12,Air,1.0,0.0,-0.24
2443,6.2,1.24,Air,0.6,0.6,1.2533333333333334
2444,8.2,1.64,Water,1.0,0.2,0.2533333333333333
2445,9.8,1.9600000000000002,Water,0.2,0.2,0.24000000000000007
2446,5.8,1.16,Air,0.4,0.4,0.7333333333333333
2447,7.8,1.56,Air,0.0,0.0,-0.22666666666666666
2448,4.4,0.8800000000000001,Earth,0.6,0.2,0.2666666666666667
2449,7.4,1.48,Water,0.6,0.2,0.3066666666666666
2450,8.6,1.72,Earth,1.0,0.2,0.24000000000000007
2451,5.2,1.04,Air,0.6,0.2,0.20000000000000004
2452,6.8,1.3599999999999999,Water,-0.6,0.0,-0.21333333333333332
2453,9.8,1.9600000000000002,Fire,-0.2,0.4,0.7333333333333334
2454,6.4,1.28,Fire,0.6,0.0,-0.26666666666666666
2455,11.4,2.2800000000000002,Earth,0.8,0.0,-0.2533333333333333
2456,6.2,1.24,Air,0.6,0.4,0.7466666666666667
2457,8.2,1.64,Fire,0.6,0.0,-0.27999999999999997
2458,10.2,2.04,Earth,1.0,0.2,0.27999999999999997
2459,13.0,2.6,Fire,1.0,0.6,1.2933333333333332
2460,8.0,1.6,Water,0.6,0.2,0.24000000000000005
2461,4.2,0.8400000000000001,Fire,0.2,0.2,0.2266666666666667
2462,13.2,2.6399999999999997,Water,0.6,0.6,1.2666666666666666
2463,7.0,1.4,Air,1.0,0.2,0.2666666666666666
2464,7.2,1.44,Air,0.8,0.2,0.24
2465,11.2,2.2399999999999998,Water,1.0,0.0,-0.27999999999999997
2466,5.6,1.1199999999999999,Air,1.0,0.0,-0.26666666666666666
2467,6.8,1.3599999999999999,Air,1.0,0.0,-0.2533333333333333
2468,8.2,1.64,Air,0.2,0.2,0.21333333333333337
2469,8.2,1.64,Fire,-1.0,0.0,-0.27999999999999997
2470,9.4,1.8800000000000001,Air,1.0,0.4,0.7333333333333334
2471,7.0,1.4,Air,0.2,0.2,0.2533333333333334
2472,10.0,2.0,Water,0.6,0.4,0.7200000000000001
2473,10.6,2.12,Fire,0.8,0.2,0.2666666666666667
2474,6.8,1.3599999999999999,Earth,0.6,0.4,0.7733333333333332
2475,6.4,1.28,Air,0.2,0.2,0.2533333333333334
2476,7.8,1.56,Earth,-0.8,0.2,0.30666666666666664
2477,7.4,1.48,Air,0.6,0.0,-0.26666666666666666
2478,8.6,1.72,Air,0.8,0.0,-0.2533333333333333
2479,5.0,1.0,Water,1.0,0.4,0.7466666666666667
2480,11.6,2.32,Water,0.8,0.2,0.2666666666666666
2481,6.0,1.2,Fire,-1.0,0.0,-0.2533333333333333
2482,13.0,2.6,Earth,0.2,0.2,0.24000000000000007
2483,12.6,2.52,Fire,1.0,0.4,0.7733333333333332
2484,9.6,1.92,Air,1.0,0.4,0.6933333333333334
2485,6.0,1.2,Fire,0.8,0.2,0.24000000000000007
2486,7.6,1.52,Earth,1.0,0.0,-0.29333333333333333
2487,5.4,1.08,Water,-0.2,0.2,0.21333333333333337
2488,7.8,1.56,Fire,0.8,0.2,0.21333333333333343
2489,9.2,1.8399999999999999,Water,0.2,0.2,0.21333333333333337
2490,8.0,1.6,Water,0.0,0.2,0.2799999999999999
2491,11.0,2.2,Fire,1.0,0.0,-0.2
2492,12.2,2.44,Air,0.6,0.4,0.7466666666666666
2493,4.4,0.8800000000000001,Earth,0.2,0.0,-0.24
2494,5.4,1.08,Water,0.2,0.2,0.21333333333333343
2495,6.6,1.3199999999999998,Water,0.6,0.2,0.2266666666666667
2496,7.2,1.44,Fire,-0.6,0.4,0.7733333333333332
2497,5.6,1.1199999999999999,Earth,0.6,0.0,-0.2533333333333333
2498,9.4,1.8800000000000001,Earth,0.6,0.0,-0.24
2499,12.6,2.52,Water,1.0,0.0,-0.31999999999999995
2500,6.0,1.2,Fire,0.6,0.2,0.22666666666666674
2501,6.0,1.2,Earth,0.2,0.4,0.7466666666666667
2502,8.6,1.72,Fire,0.6,0.0,-0.22666666666666666
2503,6.2,1.24,Earth,0.4,0.0,-0.2533333333333333
2504,3.8,0.76,Earth,1.0,0.6,1.2799999999999998
2505,11.4,2.2800000000000002,Fire,1.0,0.2,0.21333333333333332
2506,7.8,1.56,Earth,-0.2,0.0,-0.2533333333333333
2507,10.0,2.0,Fire,0.6,0.4,0.7733333333333332
2508,10.6,2.12,Fire,0.2,0.0,-0.27999999999999997
2509,5.2,1.04,Water,1.0,0.2,0.24000000000000007
2510,6.6,1.3199999999999998,Fire,0.6,0.2,0.26666666666666666
2511,9.2,1.8399999999999999,Air,0.8,0.0,-0.22666666666666666
2512,5.2,1.04,Earth,0.4,0.2,0.2666666666666667
2513,6.2,1.24,Earth,1.0,0.0,-0.26666666666666666
2514,8.2,1.64,Fire,1.0,0.0,-0.27999999999999997
2515,8.8,1.7600000000000002,Earth,0.6,0.4,0.7333333333333333
2516,7.0,1.4,Air,0.2,0.0,-0.26666666666666666
2517,8.0,1.6,Water,1.0,0.2,0.2666666666666666
2518,9.0,1.8,Earth,0.6,0.0,-0.27999999999999997
2519,5.4,1.08,Air,0.6,0.0,-0.29333333333333333
2520,9.8,1.9600000000000002,Earth,1.0,0.2,0.24
2521,8.4,1.6800000000000002,Earth,0.6,0.2,0.2533333333333333
2522,7.2,1.44,Earth,1.0,0.2,0.24000000000000005
2523,3.8,0.76,Water,0.6,0.0,-0.27999999999999997
2524,3.6,0.72,Air,-0.2,0.4,0.7466666666666667
2525,8.4,1.6800000000000002,Earth,0.6,0.6,1.2533333333333334
2526,9.4,1.8800000000000001,Earth,0.2,0.2,0.22666666666666666
2527,12.2,2.44,Water,1.0,0.0,-0.29333333333333333
2528,3.8,0.76,Earth,-1.0,0.4,0.7466666666666667
2529,10.2,2.04,Earth,0.2,0.4,0.7866666666666666
2530,7.8,1.56,Earth,1.0,0.4,0.7866666666666665
2531,10.6,2.12,Fire,1.0,0.0,-0.26666666666666666
2532,9.6,1.92,Air,-0.2,0.0,-0.24
2533,12.0,2.4,Earth,1.0,0.2,0.2533333333333333
2534,11.6,2.32,Water,-0.2,0.2,0.25333333333333335
2535,10.6,2.12,Air,-1.0,0.2,0.2533333333333333
2536,10.2,2.04,Earth,0.8,0.0,-0.22666666666666666
2537,7.8,1.56,Fire,1.0,0.2,0.2
